Country_Name,Airplay,Railway,Ship,Road,Total
Austria,1518.1696367460002,0.0,450.06740567,0.0,1968.2370424160001
Belgium,1590.309370556,0.0,100.428264074,0.0,1690.73763463
Bulgaria,2830.46714784,0.0,10018.6963998,61335.545872,74184.70941964
France,4988.68338735,0.0,450.06740567,0.0,5438.75079302
Germany,23424.21495567,0.0,2648.43956876,2662.55154693,28735.20607136
Denmark,2497.442676474,0.0,145.06304810999998,0.0,2642.5057245840003
Estonia,834.190329113,0.0,0.0,715.97913468,1550.169463793
United Kingdom,29094.7809089,0.0,865.095780853,0.0,29959.876689753
Ireland,1654.136788882,0.0,152.502178775,0.0,1806.638967657
Spain,2164.817791605,0.0,565.615238764,0.0,2730.433030369
Italy,7746.36973286,0.0,3949.88821741,0.0,11696.25795027
Croatia (2),1402.953603536,0.0,0.0,0.0,1402.953603536
Cyprus,31273.7003086,0.0,461.98633845200004,0.0,31735.686647052
Latvia,0.0,0.0,0.0,0.0,0.0
Lithuania,0.0,0.0,0.0,0.0,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.0
Malta,0.0,0.0,0.0,0.0,0.0
Netherlands,6322.28370419,0.0,290.12609620999996,0.0,6612.4098004
Hungary,927.766640602,0.0,563.449016681,556.87266031,2048.088317593
Poland,451.221545569,0.0,706.31504104,1909.27769254,3066.814279149
Portugal,405.440586328,0.0,0.0,0.0,405.440586328
Romania,6299.8507934,0.0,2528.43815924,13842.2632706,22670.55222324
Slovakia,216.6100311826,0.0,0.0,0.0,216.6100311826
Slovenia,341.891573627,0.0,0.0,0.0,341.891573627
Sweden,2327.282893757,0.0,0.0,215.03607318,2542.318966937
Czech Republic,0.0,0.0,235.43834701,556.87266031,792.31100732
Finland,1601.149634471,0.0,0.0,0.0,1601.149634471
Albania,3254.07478645,0.0,0.0,34711.8291662,37965.90395265
Switzerland,2381.4796838790003,0.0,460.483253293,0.0,2841.9629371720002
Norway,975.1198641039999,0.0,0.0,0.0,975.1198641039999
Iceland,172.2362156228,0.0,0.0,0.0,172.2362156228
Russia,8912.354662910002,0.0,257.23738073600003,0.0,9169.592043646002
Servia,2934.0298131,0.0,244.15828579499998,8986.98110194,12165.169200835
Other European countries,1287.9927323112001,0.0,0.0,57772.32960748,59060.3223397912
Japan,2857.81928402,0.0,0.0,0.0,2857.81928402
Iran,0.0,0.0,0.0,0.0,0.0
Israel,8077.65961112,0.0,0.0,0.0,8077.65961112
China,1761.7356563370001,0.0,0.0,0.0,1761.7356563370001
Lebanon-Syria,1508.0963672106,0.0,0.0,0.0,1508.0963672106
South Korea,1602.60217396,0.0,0.0,0.0,1602.60217396
Turkey,4526.19557192,0.0,1953.98436621,45668.30408,52148.48401813
Other Middle East countries,2099.4011291106,0.0,0.0,0.0,2099.4011291106
Other Asian countries,5482.377364359801,0.0,347.12404918100003,0.0,5829.501413540801
Egypt-Sudan,1050.5027949750001,0.0,0.0,0.0,1050.5027949750001
South Africa,587.1175536129999,0.0,0.0,0.0,587.1175536129999
Other African Countries,972.792020715,0.0,0.0,0.0,972.792020715
Argentina,150.4071818596,0.0,0.0,0.0,150.4071818596
Brazil,531.5425566709999,0.0,0.0,0.0,531.5425566709999
Mexico,378.03022895600003,0.0,0.0,0.0,378.03022895600003
United States,13310.2441134,0.0,0.0,0.0,13310.2441134
Canada,2234.632214353,0.0,0.0,0.0,2234.632214353
Other countries of America,1241.6938300178,0.0,0.0,0.0,1241.6938300178
Australia,1420.595428991,0.0,357.51748990699997,0.0,1778.112918898
Other Oceanian countries,344.472431246,0.0,0.0,0.0,344.472431246
