Country_Name,Airplay,Railway,Ship,Road,Total
Austria,11387.467957469999,0.0,1357.69644015,0.0,12745.16439762
Belgium,23668.256638000003,0.0,1385.3482095699999,0.0,25053.60484757
Bulgaria,0.0,0.0,5801.3789211,52667.781648000004,58469.1605691
France,89407.7350725,0.0,4366.155521,0.0,93773.8905935
Germany,278347.55951,0.0,11490.403189999999,17608.1616347,307446.1243347
Denmark,17327.4267615,0.0,0.0,0.0,17327.4267615
Estonia,1440.95980764,0.0,0.0,0.0,1440.95980764
United Kingdom,213034.72484809998,0.0,4234.41626447,1433.22245862,218702.36357118998
Ireland,1390.5895919159998,0.0,0.0,0.0,1390.5895919159998
Spain,4384.30919662,0.0,1556.85553432,0.0,5941.16473094
Italy,35455.93219195001,0.0,8990.6145087,0.0,44446.54670065001
Croatia (2),0.0,0.0,0.0,0.0,0.0
Cyprus,35453.9658496,0.0,330.322907468,0.0,35784.288757067996
Latvia,1858.2831283300002,0.0,0.0,0.0,1858.2831283300002
Lithuania,4602.372282,0.0,344.73370834599996,0.0,4947.105990346
Luxembourg,2133.45900349,0.0,0.0,0.0,2133.45900349
Malta,0.0,0.0,0.0,0.0,0.0
Netherlands,45243.13971092,0.0,1985.00051501,0.0,47228.140225929994
Hungary,1184.920623051,0.0,631.05591316,1502.216737,3318.193273211
Poland,14742.75029946,0.0,423.38751544,2527.1032987900003,17693.24111369
Portugal,637.1624607699999,0.0,0.0,0.0,637.1624607699999
Romania,3274.89757657,0.0,4389.481622400001,4875.9787848,12540.35798377
Slovakia,590.8376791039999,0.0,0.0,0.0,590.8376791039999
Slovenia,189.249131368,0.0,0.0,0.0,189.249131368
Sweden,31232.26323008,0.0,0.0,0.0,31232.26323008
Czech Republic,20947.391301400003,0.0,872.80234402,0.0,21820.193645420004
Finland,25435.264622899995,0.0,0.0,0.0,25435.264622899995
Albania,5017.431449919999,0.0,207.668397725,31220.328720999998,36445.428568644995
Switzerland,34849.75639959,0.0,4750.689783,0.0,39600.44618259
Norway,26343.722529090002,0.0,0.0,0.0,26343.722529090002
Iceland,167.877535147,0.0,0.0,0.0,167.877535147
Russia,126833.12149719999,0.0,1471.79007892,1822.0205543000002,130126.93213042
Servia,1306.4755340699999,0.0,0.0,8498.60224484,9805.07777891
Other European countries,10851.534075412,0.0,467.38821809,91636.02800091,102954.950294412
Japan,2223.5248581,0.0,0.0,0.0,2223.5248581
Iran,1033.0098982270001,0.0,0.0,1847.92479765,2880.934695877
Israel,19820.424067300002,0.0,0.0,0.0,19820.424067300002
China,4694.231020004,0.0,0.0,0.0,4694.231020004
Lebanon-Syria,5841.5527455599995,0.0,0.0,0.0,5841.5527455599995
South Korea,0.0,0.0,0.0,0.0,0.0
Turkey,3587.37670645,0.0,6335.87420147,53193.835248,63117.08615592
Other Middle East countries,3950.144069034,0.0,0.0,0.0,3950.144069034
Other Asian countries,3229.856933528,0.0,0.0,455.50513857,3685.3620720979998
Egypt-Sudan,0.0,0.0,0.0,0.0,0.0
South Africa,1460.26688118,0.0,0.0,0.0,1460.26688118
Other African Countries,0.0,0.0,215.719117717,0.0,215.719117717
Argentina,1327.54275104,0.0,467.39142172000004,0.0,1794.93417276
Brazil,2432.42734103,0.0,0.0,0.0,2432.42734103
Mexico,1932.78572381,0.0,0.0,0.0,1932.78572381
United States,57495.044347250005,0.0,970.73602972,0.0,58465.780376970004
Canada,18468.18314358,0.0,0.0,0.0,18468.18314358
Other countries of America,2116.3946578150003,0.0,0.0,0.0,2116.3946578150003
Australia,15284.05962336,0.0,467.39142172000004,0.0,15751.45104508
Other Oceanian countries,1185.522703353,0.0,0.0,0.0,1185.522703353
