Country_Name,Airplay,Railway,Ship,Road,Total
Austria,44629.984940459995,0.0,3970.1153848000004,0.0,48600.10032526
Belgium,67506.2563769,0.0,1211.86997,1628.8541261,70346.980473
Bulgaria,4849.82842653,0.0,8263.630616,42934.85455777,56048.313600299996
France,249560.84608413003,0.0,21597.06171767,0.0,271157.9078018
Germany,297554.88690030004,0.0,18936.13482011,91623.04459199999,408114.06631241005
Denmark,51685.25661129999,0.0,649.26067155,0.0,52334.51728284999
Estonia,1546.04819228,0.0,0.0,0.0,1546.04819228
United Kingdom,365351.5441114,0.0,2789.3260484599996,0.0,368140.87015986
Ireland,4356.9727987,0.0,228.224800624,0.0,4585.197599323999
Spain,20067.6813954,0.0,294.364817849,0.0,20362.046213249
Italy,236915.38103960006,0.0,104523.83376200001,0.0,341439.2148016001
Cyprus,54008.65803514,0.0,0.0,0.0,54008.65803514
Latvia,1406.7942457000001,0.0,0.0,0.0,1406.7942457000001
Lithuania,3238.12188784,0.0,530.1638756899999,0.0,3768.2857635299997
Luxembourg,5052.299222879999,0.0,0.0,0.0,5052.299222879999
Malta,0.0,0.0,0.0,0.0,0.0
Netherlands,99533.55921489,0.0,4594.83978556,1628.8541261,105757.25312655001
Hungary,7103.801545820001,0.0,1263.50370738,3091.29717274,11458.60242594
Poland,51120.82227768999,0.0,2155.4879042,5958.4220987,59234.73228059
Portugal,2769.4551449400005,0.0,0.0,0.0,2769.4551449400005
Romania,17704.114061700002,0.0,4453.3926013,18574.159350629998,40731.66601363
Slovakia,10287.60035248,0.0,0.0,0.0,10287.60035248
Slovenia,10242.97411384,0.0,4241.3110055,1610.9283873,16095.21350664
Sweden,59122.8934611,0.0,0.0,1628.8541261,60751.7475872
Czech Republic,57824.75747307,0.0,530.1638756899999,258.628699119,58613.550047879
Finland,22397.97807465,0.0,0.0,0.0,22397.97807465
Albania,3021.08939747,0.0,351.56651711999996,44145.997234,47518.653148590005
Switzerland,52801.17296729,0.0,9463.0068144,0.0,62264.17978168999
Norway,50548.060407360004,0.0,0.0,0.0,50548.060407360004
Iceland,384.64536812,0.0,0.0,0.0,384.64536812
Russia,223221.73374739997,0.0,792.41658173,960.62088242,224974.77121154996
Servia-Montenegro,15629.139495079999,0.0,0.0,200072.6996175,215701.83911258
Other European countries,24300.809262454997,0.0,1411.8942685,280749.678588598,306462.382119553
Japan,571.23946326,0.0,0.0,0.0,571.23946326
Iran,475.08265383199995,0.0,2089.30958751,0.0,2564.3922413419996
Israel,49903.166584499995,0.0,0.0,0.0,49903.166584499995
China,938.713699551,0.0,0.0,0.0,938.713699551
Lebanon-Syria,428.46684255499997,0.0,0.0,0.0,428.46684255499997
South Korea,669.9023386,0.0,0.0,0.0,669.9023386
Turkey,1088.210380908,0.0,10304.9932153,51170.139125,62563.342721208
Other Middle East countries,3594.8984849999997,0.0,0.0,0.0,3594.8984849999997
Other Asian countries,7929.794194704,0.0,0.0,812.22443056,8742.018625264
Egypt-Sudan,475.08265383199995,0.0,0.0,0.0,475.08265383199995
South Africa,2459.56944645,0.0,0.0,0.0,2459.56944645
Other African Countries,859.728021952,0.0,0.0,0.0,859.728021952
Argentina,1768.9970420500001,0.0,0.0,0.0,1768.9970420500001
Brazil,5148.63362206,0.0,0.0,0.0,5148.63362206
Mexico,241.999091558,0.0,0.0,0.0,241.999091558
United States,72102.24098030997,0.0,122.767811301,0.0,72225.00879161098
Canada,27182.763902140003,0.0,0.0,0.0,27182.763902140003
Other countries of America,2811.026210147,0.0,0.0,0.0,2811.026210147
Australia,18846.50876754,0.0,1600.07134899,0.0,20446.58011653
Other Oceanian countries,2743.82894313,0.0,0.0,0.0,2743.82894313
Non-identifiable countries Travelers ,,,,,0.0
