Country_Name,Airplay,Railway,Ship,Road,Total
Austria,56323.02233575999,0.0,1964.7301551799999,0.0,58287.75249093999
Belgium,58287.49980406001,0.0,1001.4129185500001,0.0,59288.91272261001
Bulgaria,1199.99232891,241.37995838,10453.004206180001,278188.18332999997,290082.55982346996
France,253825.2299138,0.0,7231.478843100001,0.0,261056.70875689999
Germany,404562.0657923,161.60947213,25923.452583899998,101992.22773288,532639.35558121
Denmark,32642.120089800002,9.6640463706,217.750352744,6082.0524071,38951.5868960146
Estonia,6674.47518021,0.0,0.0,0.0,6674.47518021
United Kingdom,365798.4160127,8.0533719755,2713.96740702,5068.3770059,373588.8137975955
Ireland,9751.008950020001,0.0,0.0,0.0,9751.008950020001
Spain,12476.977232799998,0.0,1000.91619438,0.0,13477.893427179999
Italy,127538.09157369999,0.0,29475.0157846,0.0,157013.10735829998
Croatia (2),1280.7548524699998,0.0,0.0,0.0,1280.7548524699998
Cyprus,46854.5599773,0.0,0.0,0.0,46854.5599773
Latvia,4522.2376944299995,0.0,0.0,0.0,4522.2376944299995
Lithuania,19908.5352912,0.0,0.0,0.0,19908.5352912
Luxembourg,4870.8295720999995,0.0,0.0,0.0,4870.8295720999995
Malta,811.028916094,0.0,0.0,0.0,811.028916094
Netherlands,87861.15821,0.0,1660.48865413,0.0,89521.64686412999
Hungary,20592.40256341,2.615585957,957.9198834,1646.11491456,23199.052947327
Poland,100554.01172059998,4.8437449842,555.721010584,5582.371572,106696.9480481682
Portugal,2622.77930639,0.0,449.13667704399995,0.0,3071.915983434
Romania,13671.965355069999,66.736042005,2043.8107086599998,76912.674992,92695.187097735
Slovakia,14326.847623190002,0.0,0.0,0.0,14326.847623190002
Slovenia,15476.36703676,0.0,262.704477729,0.0,15739.071514489
Sweden,52460.785597500006,0.0,224.56833852699998,0.0,52685.35393602701
Czech Republic,61406.68819957999,0.0,478.95994169899996,0.0,61885.648141278994
Finland,22960.507876789998,0.0,120.43546561900001,0.0,23080.943342409
Albania,1271.11640213,3.7673572099,0.0,45227.32744,46502.2111993399
Switzerland,56667.47023590001,0.0,5669.2213341,0.0,62336.69157000001
Norway,39487.100677359995,0.0,0.0,0.0,39487.100677359995
Iceland,1140.43143579,0.0,0.0,0.0,1140.43143579
Russia,226843.72830830998,7.2656174763,252.60045935699998,8373.557357900001,235477.15174304327
Servia,4253.72177389,147.49049055,181.872330734,111827.670659,116410.755254174
Other European countries,29717.024821678002,624.4317364716,454.910753877,428883.01661904005,459679.38393106667
Japan,1153.14035086,0.0,0.0,0.0,1153.14035086
Iran,0.0,0.0,0.0,0.0,0.0
Israel,31747.92936691,1.883678605,0.0,2170.92227797,33920.735323485
China,4385.043362212,0.0,0.0,0.0,4385.043362212
Lebanon-Syria,2006.3722989500002,0.0,191.976349116,0.0,2198.3486480660004
South Korea,427.250362608,0.0,0.0,0.0,427.250362608
Turkey,3098.00518416,0.0,4616.07282848,70363.178651,78077.25666364
Other Middle East countries,1706.410548696,0.0,0.0,0.0,1706.410548696
Other Asian countries,6151.748070291,1.6145816614,1010.5036304559999,1860.79052402,9024.6568064284
Egypt-Sudan,746.5249441860001,0.0,0.0,0.0,746.5249441860001
South Africa,4062.4684791300006,0.0,0.0,0.0,4062.4684791300006
Other African Countries,0.0,0.0,0.0,0.0,0.0
Argentina,3908.33578422,0.0,454.680826845,0.0,4363.016611065
Brazil,8882.33008199,0.0,505.20091871399995,0.0,9387.531000703999
Mexico,1557.7820266800002,0.0,0.0,0.0,1557.7820266800002
United States,99468.11440561998,0.0,1426.7758067200002,0.0,100894.89021233999
Canada,19282.33447005,0.0,252.60045935699998,0.0,19534.934929406998
Other countries of America,8444.48795665,0.0,0.0,0.0,8444.48795665
Australia,34151.17164573,0.0,1933.00855303,0.0,36084.18019876
Other Oceanian countries,4346.090261359999,0.0,383.952698222,0.0,4730.042959581999
