Country_Name,Airplay,Railway,Ship,Road,Total
Austria,57253.1049265,0.0,1321.39467937,0.0,58574.49960587
Belgium,89014.13052790001,0.0,2408.2008553200003,0.0,91422.33138322001
Bulgaria,4042.7067581799997,196.80493577,3484.33477085,203048.10459139998,210771.9510562
France,372550.105814,0.0,15525.80136919,0.0,388075.90718319
Germany,351091.60827595,127.96975838,21817.19998785,74692.737496,447729.51551818
Denmark,43397.52215619999,0.0,508.470688667,0.0,43905.992844866996
Estonia,4246.83450781,0.0,0.0,0.0,4246.83450781
United Kingdom,420664.74564800004,0.0,1399.0945807800001,0.0,422063.84022878006
Ireland,17940.525047350002,0.0,0.0,0.0,17940.525047350002
Spain,34033.55239174,0.0,647.750421652,0.0,34681.302813392
Italy,304198.88319090003,0.0,110772.162741,0.0,414971.04593190004
Croatia (2),628.330710131,7.3545838148,362.414849709,4292.686063,5290.7862066548005
Cyprus,57263.9358124,0.0,0.0,0.0,57263.9358124
Latvia,3695.6666222000003,3.4199909849,0.0,3504.2259947000002,7203.3126078849
Lithuania,8011.135737340001,0.0,0.0,0.0,8011.135737340001
Luxembourg,6519.477203779999,0.0,0.0,0.0,6519.477203779999
Malta,0.0,0.0,0.0,0.0,0.0
Netherlands,128107.64556510001,0.0,2138.47731034,0.0,130246.12287544
Hungary,27138.826897169994,0.0,385.065777813,0.0,27523.892674982995
Poland,158557.15476729997,0.0,345.74024769799996,0.0,158902.89501499798
Portugal,0.0,0.0,103.41522801900001,0.0,103.41522801900001
Romania,22077.7854631,90.056183995,2595.51198525,89031.241937,113794.595569345
Slovakia,22377.974337040003,0.0,2031.7554093100002,0.0,24409.729746350004
Slovenia,2784.79113856,0.0,0.0,0.0,2784.79113856
Sweden,72213.17131179999,7.3545838148,390.95150481999997,4292.686063,76904.16346343479
Czech Republic,71306.7361704,3.1090827135,0.0,3185.6599951999997,74495.50524831351
Finland,27603.27144443,0.0,0.0,0.0,27603.27144443
Albania,3014.0011387100003,3.1090827135,0.0,50612.889823100006,53630.000044523505
Switzerland,60253.03684897,0.0,13908.39257506,0.0,74161.42942403
Norway,61739.0588105,0.0,0.0,0.0,61739.0588105
Iceland,1024.05476879,0.0,0.0,0.0,1024.05476879
Russia,243292.15259189997,6.2181654271,2333.59215686,6371.3199905,252003.28290468705
Servia,5961.266567910001,488.29294817,0.0,313520.445128,319970.00464408
Other European countries,35441.556075519,1364.4554729061,1194.08114277,837664.5175407002,875664.6102318952
Japan,2960.56179811,0.0,0.0,0.0,2960.56179811
Iran,0.0,0.0,0.0,0.0,0.0
Israel,30826.50574994,1.5545413568,0.0,1592.8299976600001,32420.890288956798
China,4085.62586213,0.0,0.0,0.0,4085.62586213
Lebanon-Syria,6017.006596220001,0.0,0.0,0.0,6017.006596220001
South Korea,2951.0557685900003,0.0,0.0,0.0,2951.0557685900003
Turkey,10688.910044010001,3.1090827135,1907.94647266,101068.0204681,113667.9860674835
Other Middle East countries,4111.702603245,0.0,0.0,0.0,4111.702603245
Other Asian countries,11163.893990425,0.0,0.0,0.0,11163.893990425
Egypt-Sudan,1076.9101668800001,0.0,0.0,0.0,1076.9101668800001
South Africa,2338.3181701599997,0.0,0.0,0.0,2338.3181701599997
Other African Countries,3261.3388958800006,0.0,834.6702798000001,0.0,4096.009175680001
Argentina,6909.52697612,0.0,0.0,0.0,6909.52697612
Brazil,7450.18826514,0.0,834.6702798000001,0.0,8284.85854494
Mexico,1631.4219874199998,0.0,0.0,0.0,1631.4219874199998
United States,90752.17746041,1.5545413568,430.36763403099997,1592.8299976600001,92776.92963345781
Canada,27144.953280810005,0.0,302.01237475399995,0.0,27446.965655564003
Other countries of America,5524.110961711,0.0,0.0,0.0,5524.110961711
Australia,30898.8222375,0.0,256.710518545,0.0,31155.532756045002
Other Oceanian countries,3982.96592598,0.0,120.8049499,0.0,4103.77087588
