Country_Name,Airplay,Railway,Ship,Road,Total
Austria,4085.3923103599996,0.0,3933.62706695,0.0,8019.01937731
Belgium,16323.96482043,0.0,425.77945194,0.0,16749.74427237
Bulgaria,2668.11507719,0.0,6065.7379531,33123.545738,41857.398768290004
France,66811.5339737,0.0,1727.71403495,0.0,68539.24800865
Germany,64150.8363998,0.0,6771.3785720000005,815.12971353,71737.34468533
Denmark,2046.52391072,0.0,208.14735158500002,0.0,2254.671262305
Estonia,0.0,0.0,0.0,0.0,0.0
United Kingdom,42470.8507569,0.0,780.2557054299999,1193.88853004,44444.99499237
Ireland,626.808439387,0.0,0.0,0.0,626.808439387
Spain,24731.310810220002,0.0,379.98577669099996,0.0,25111.296586911
Italy,14703.640643499997,0.0,9208.9064433,245.05705847800002,24157.604145277997
Cyprus,32441.0376118,0.0,112.745484765,0.0,32553.783096565
Latvia,316.506320245,0.0,0.0,0.0,316.506320245
Lithuania,982.4465187,0.0,258.803333426,257.750177793,1499.0000299189999
Luxembourg,1394.94781221,0.0,0.0,0.0,1394.94781221
Malta,801.0906119599999,0.0,0.0,0.0,801.0906119599999
Netherlands,10012.111156469999,0.0,277.026076154,0.0,10289.137232623998
Hungary,738.4824703769999,0.0,1905.4722317599999,0.0,2643.954702137
Poland,1942.36973457,0.0,112.745484765,0.0,2055.115219335
Portugal,1698.02031664,0.0,0.0,0.0,1698.02031664
Romania,6466.181925443,0.0,2321.04775868,5472.07739871,14259.307082833
Slovakia,0.0,0.0,0.0,0.0,0.0
Slovenia,381.825779577,0.0,0.0,0.0,381.825779577
Sweden,6624.7903611,0.0,406.01144334,0.0,7030.8018044400005
Czech Republic,1059.186506103,0.0,0.0,407.56485676,1466.751362863
Finland,6382.73244897,0.0,83.904358777,0.0,6466.636807747001
Albania,0.0,0.0,112.745484765,32289.067727,32401.813211765002
Switzerland,5238.87757247,0.0,1551.76059319,0.0,6790.63816566
Norway,2138.86865581,0.0,0.0,0.0,2138.86865581
Iceland,0.0,0.0,0.0,0.0,0.0
Russia,12833.73886603,0.0,0.0,980.2282339199999,13813.96709995
Servia-Montenegro,1240.9338385299998,0.0,112.745484765,8990.752558099999,10344.431881395
Other European countries,1692.7549154,0.0,1662.277788309,47257.51554584,50612.548249549
Japan,0.0,0.0,263.697878584,0.0,263.697878584
Iran,0.0,0.0,1035.21333369,0.0,1035.21333369
Israel,7380.2990371,0.0,0.0,0.0,7380.2990371
China,370.978787376,0.0,0.0,0.0,370.978787376
Lebanon-Syria,334.334495645,0.0,0.0,0.0,334.334495645
South Korea,0.0,0.0,0.0,0.0,0.0
Turkey,3686.93945559,0.0,3598.89490827,53042.761835,60328.596198859996
Other Middle East countries,2368.830867636,0.0,0.0,0.0,2368.830867636
Other Asian countries,5590.383052134999,0.0,129.401666712,245.05705847800002,5964.841777324999
Egypt-Sudan,1020.86853895,0.0,0.0,0.0,1020.86853895
South Africa,1754.40811734,0.0,0.0,0.0,1754.40811734
Other African Countries,1620.54159991,0.0,0.0,0.0,1620.54159991
Argentina,0.0,0.0,0.0,0.0,0.0
Brazil,1402.20856977,0.0,0.0,0.0,1402.20856977
Mexico,2058.20219333,0.0,0.0,0.0,2058.20219333
United States,26736.5848634,0.0,0.0,0.0,26736.5848634
Canada,5699.0106394,0.0,0.0,0.0,5699.0106394
Other countries of America,2301.791530265,0.0,258.803333424,0.0,2560.594863689
Australia,2368.76301655,0.0,112.745484765,0.0,2481.508501315
Other Oceanian countries,0.0,0.0,0.0,0.0,0.0
Non-identifiable countries Travelers ,,,,,0.0
