Country_Name,Airplay,Railway,Ship,Road,Total
Austria,53143.89242749999,0.0,2744.962703905,1556.2093121500002,57445.06444355499
Belgium,79616.45106307,0.0,1377.85118459,0.0,80994.30224766
Bulgaria,1159.13210036,0.0,8215.0614832,45912.09619,55286.28977356
France,195591.00767161,0.0,4289.7147942,0.0,199880.72246581
Germany,273428.0752805,0.0,14673.442591789999,43695.23410785,331796.75198014
Denmark,41789.51899099001,0.0,370.880598272,0.0,42160.39958926201
Estonia,514.197933682,0.0,0.0,0.0,514.197933682
United Kingdom,343300.34137579997,0.0,2347.34321172,0.0,345647.68458751997
Ireland,8014.7424406400005,0.0,0.0,0.0,8014.7424406400005
Spain,8065.04644021,0.0,692.4018034799999,0.0,8757.44824369
Italy,131865.330128,0.0,30798.5260502,0.0,162663.8561782
Croatia (2),0.0,0.0,0.0,0.0,0.0
Cyprus,45328.80181778,0.0,789.99690922,0.0,46118.798726999994
Latvia,3968.35593693,0.0,0.0,0.0,3968.35593693
Lithuania,5261.69739037,0.0,394.99845461,1198.50853506,6855.204380040001
Luxembourg,1153.08296713,0.0,0.0,0.0,1153.08296713
Malta,0.0,0.0,0.0,0.0,0.0
Netherlands,106959.22471118999,0.0,1467.5608860250002,0.0,108426.785597215
Hungary,18415.16371125,0.0,372.79380704000005,6505.7676011,25293.72511939
Poland,89290.88622179,0.0,819.568289532,4674.409017,94784.863528322
Portugal,2079.29279798,0.0,267.24018842500004,0.0,2346.532986405
Romania,18250.434371820003,0.0,1505.52395247,20572.31135005,40328.26967434
Slovakia,3487.0993328100003,0.0,0.0,0.0,3487.0993328100003
Slovenia,2710.57913693,0.0,372.79380704000005,0.0,3083.37294397
Sweden,92820.32027879999,0.0,935.520513118,0.0,93755.84079191799
Czech Republic,79199.39484613,0.0,1040.266447452,2550.23797492,82789.899268502
Finland,31726.75003507,0.0,0.0,0.0,31726.75003507
Albania,4192.25723772,0.0,394.99845461,44957.61050695,49544.86619928
Switzerland,75833.09620798001,0.0,5125.272086399,1037.4728747499998,81995.84116912901
Norway,56534.360371309995,0.0,73.980675448,0.0,56608.341046757996
Iceland,0.0,0.0,0.0,0.0,0.0
Russia,263946.96602,0.0,2435.3473080900003,4286.9728369,270669.28616499
Servia,2576.32520477,0.0,745.5876140800001,241544.56754110003,244866.48035995002
Other European countries,47475.546628298995,0.0,426.558401002,327621.93843218696,375524.043461488
Japan,726.26274742,0.0,0.0,0.0,726.26274742
Iran,535.822433124,0.0,0.0,0.0,535.822433124
Israel,38578.548584899996,0.0,0.0,0.0,38578.548584899996
China,2151.2864559440004,0.0,297.65695967,0.0,2448.9434156140005
Lebanon-Syria,2223.0732629999998,0.0,0.0,0.0,2223.0732629999998
South Korea,0.0,0.0,0.0,0.0,0.0
Turkey,1618.3539485400001,0.0,10005.5761616,125015.481407,136639.41151714
Other Middle East countries,3804.04646445,0.0,0.0,0.0,3804.04646445
Other Asian countries,5326.9733003901,0.0,394.99845461,368.77185693700005,6090.7436119371005
Egypt-Sudan,372.187583339,0.0,0.0,0.0,372.187583339
South Africa,4871.41897104,0.0,0.0,0.0,4871.41897104
Other African Countries,1433.88119879,0.0,472.20548892,0.0,1906.0866877100002
Argentina,2687.60920729,0.0,0.0,0.0,2687.60920729
Brazil,2356.69787975,0.0,0.0,0.0,2356.69787975
Mexico,3303.86751735,0.0,0.0,0.0,3303.86751735
United States,61088.01076212001,0.0,1015.2388710119999,0.0,62103.24963313201
Canada,40455.04428337,0.0,147.961350893,0.0,40603.005634263
Other countries of America,3453.571078603,0.0,0.0,0.0,3453.571078603
Australia,29315.56365018,0.0,500.53907645000004,2323.48842899,32139.59115562
Other Oceanian countries,2587.709467822,0.0,0.0,0.0,2587.709467822
