Country_Name,Airplay,Railway,Ship,Road,Total
Austria,1850.4118188,0.0,306.856757821,0.0,2157.2685766209997
Belgium,3610.94227701,0.0,0.0,0.0,3610.94227701
Bulgaria,1353.94913035,0.0,6682.42232849,46279.814287,54316.185745840005
France,11202.9466799,0.0,1596.58784412,0.0,12799.53452402
Germany,42784.874769199996,0.0,3648.2382019200004,2186.318938,48619.431909119994
Denmark,2486.02251356,0.0,104.043932445,0.0,2590.0664460049998
Estonia,0.0,0.0,0.0,0.0,0.0
United Kingdom,25457.0919328,0.0,1623.9666834599998,0.0,27081.05861626
Ireland,1704.5730022,0.0,0.0,0.0,1704.5730022
Spain,4046.08941873,0.0,0.0,0.0,4046.08941873
Italy,11299.91116563,0.0,6060.231487500001,0.0,17360.142653130002
Croatia (2),0.0,,0.0,0.0,0.0
Cyprus,21616.7178492,0.0,0.0,0.0,21616.7178492
Latvia,0.0,0.0,0.0,0.0,0.0
Lithuania,812.4565571200001,0.0,139.160213961,0.0,951.616771081
Luxembourg,0.0,0.0,0.0,0.0,0.0
Malta,307.983867464,0.0,0.0,0.0,307.983867464
Netherlands,9316.11936345,0.0,878.7052645000001,0.0,10194.82462795
Hungary,0.0,0.0,0.0,1564.49864507,1564.49864507
Poland,714.21214603,0.0,831.84667294,1446.24419649,2992.30301546
Portugal,375.197852576,0.0,0.0,0.0,375.197852576
Romania,2103.32571612,0.0,6653.70051943,8703.71788679,17460.744122340002
Slovakia,0.0,0.0,271.26498884,0.0,271.26498884
Slovenia,0.0,0.0,0.0,0.0,0.0
Sweden,4075.41147092,0.0,0.0,0.0,4075.41147092
Czech Republic,972.0443045000001,0.0,271.26498884,0.0,1243.30929334
Finland,977.44916006,0.0,0.0,0.0,977.44916006
Albania,0.0,0.0,0.0,34468.70803774,34468.70803774
Switzerland,5292.244348767001,0.0,457.216578149,0.0,5749.460926916001
Norway,1939.7118241399999,0.0,0.0,0.0,1939.7118241399999
Iceland,0.0,0.0,0.0,289.2488393,289.2488393
Russia,3276.32749684,0.0,0.0,2024.74187504,5301.06937188
Servia,2698.64724016,0.0,0.0,12088.73771015,14787.384950310001
Other European countries,2768.979637914,0.0,139.160213961,46455.20248614,49363.342338015
Japan,1299.42063648,0.0,0.0,0.0,1299.42063648
Iran,0.0,0.0,0.0,0.0,0.0
Israel,2397.32813628,0.0,0.0,0.0,2397.32813628
China,4045.31842396,0.0,0.0,0.0,4045.31842396
Lebanon-Syria,2382.99037432,0.0,0.0,0.0,2382.99037432
South Korea,1378.02167901,0.0,0.0,0.0,1378.02167901
Turkey,2038.45329133,0.0,2601.71143075,26199.540298,30839.70502008
Other Middle East countries,2902.216887491,0.0,0.0,0.0,2902.216887491
Other Asian countries,5113.041892256,0.0,271.26498884,585.46458765,5969.771468746
Egypt-Sudan,0.0,0.0,0.0,0.0,0.0
South Africa,982.85183205,0.0,0.0,0.0,982.85183205
Other African Countries,0.0,0.0,0.0,0.0,0.0
Argentina,1767.20982418,0.0,0.0,0.0,1767.20982418
Brazil,976.8701303400001,0.0,0.0,0.0,976.8701303400001
Mexico,1591.7378193,0.0,0.0,0.0,1591.7378193
United States,18199.402787730003,0.0,505.22186561,0.0,18704.624653340004
Canada,3059.0378159,0.0,363.932919417,0.0,3422.970735317
Other countries of America,2019.614484271,0.0,0.0,0.0,2019.614484271
Australia,6407.0491684,0.0,0.0,0.0,6407.0491684
Other Oceanian countries,0.0,0.0,0.0,0.0,0.0
